0,"0,892425","1,12247"
10,"0,957963","0,810845"
20,"0,965918","1,005257313"
30,"0,957495",
40,"0,952173",
50,"0,984092",
60,"0,970258",
70,"0,956386",
80,"0,972728",
90,"0,961635",
100,"0,973017",
110,"0,993493",
120,"0,998185",
130,"0,984397",
140,"0,986169",
150,"0,98425",
160,"0,981671",
170,"1,01194",
180,"0,996947",
190,"0,99473",
200,"0,965785",
210,"1,00425",
220,"1,02462",
230,"1,05076",
240,"1,03347",
250,"1,02692",
260,"1,00544",
270,"1,00408",
280,"1,01044",
290,"0,975859",
300,"0,987072",
310,"0,970975",
320,"0,972168",
330,"0,92992",
340,"0,93935",
350,"0,925024",
360,"0,920172",
370,"0,917232",
380,"0,927337",
390,"0,965327",
400,"0,994632",
410,"0,99468",
420,"0,96525",
430,"0,937975",
440,"0,952571",
450,"0,949456",
460,"0,967795",
470,"0,950114",
480,"0,93749",
490,"0,968022",
500,"0,969362",
510,"0,976029",
520,"0,987732",
530,"0,983349",
540,"0,987214",
550,"1,01724",
560,"1,01053",
570,"1,03329",
580,"1,0152",
590,"0,973188",
600,"0,975141",
610,"0,979736",
620,"1,01271",
630,"1,00592",
640,"1,00224",
650,"0,976719",
660,"1,01878",
670,"1,00159",
680,"1,00594",
690,"1,00046",
700,"0,962614",
710,"0,978824",
720,"0,987647",
730,"0,990117",
740,"0,969821",
750,"0,999178",
760,"1,00479",
770,"0,993661",
780,"0,996065",
790,"0,966426",
800,"0,993855",
810,"0,972059",
820,"0,984101",
830,"0,935691",
840,"0,962148",
850,"1,01184",
860,"1,03142",
870,"1,02313",
880,"1,01715",
890,"1,0371",
900,"1,02724",
910,"1,04981",
920,"1,00999",
930,"0,996136",
940,"1,00777",
950,"1,00311",
960,"0,9949",
970,"0,981197",
980,"1,00699",
990,"1,0145",
1000,"1,03555",
1010,"1,01211",
1020,"0,991411",
1030,"0,975397",
1040,"0,966075",
1050,"0,945881",
1060,"0,939138",
1070,"0,9314",
1080,"0,944402",
1090,"0,91163",
1100,"0,970341",
1110,"0,97187",
1120,"0,968052",
1130,"0,98912",
1140,"0,990427",
1150,"1,01268",
1160,"1,04372",
1170,"1,03164",
1180,"1,00263",
1190,"0,991974",
1200,"1,02789",
1210,"1,00574",
1220,"1,02148",
1230,"1,00042",
1240,"0,995845",
1250,"1,02703",
1260,"1,02546",
1270,"0,999287",
1280,"0,987909",
1290,"1,0353",
1300,"1,02153",
1310,"1,04866",
1320,"1,04403",
1330,"1,06377",
1340,"1,03773",
1350,"1,02806",
1360,"1,038",
1370,"1,03484",
1380,"1,04746",
1390,"1,03357",
1400,"1,03848",
1410,"1,06115",
1420,"1,04407",
1430,"1,01909",
1440,"1,03257",
1450,"1,03251",
1460,"1,01353",
1470,"1,00875",
1480,"1,00277",
1490,"1,01368",
1500,"1,02612",
1510,"1,05057",
1520,"1,03406",
1530,"1,02174",
1540,"1,00808",
1550,"1,00322",
1560,"1,03081",
1570,"1,04473",
1580,"1,01065",
1590,"1,02565",
1600,"1,02076",
1610,"1,02954",
1620,"1,06527",
1630,"1,06658",
1640,"1,03041",
1650,"1,01484",
1660,"1,02506",
1670,"0,989889",
1680,"1,01235",
1690,"1,01659",
1700,"0,992146",
1710,"1,0399",
1720,"1,0222",
1730,"0,983459",
1740,"0,997003",
1750,"1,04767",
1760,"1,05465",
1770,"1,09022",
1780,"1,09301",
1790,"1,08415",
1800,"1,07261",
1810,"1,0833",
1820,"1,07454",
1830,"0,981822",
1840,"1,01452",
1850,"1,00709",
1860,"0,987664",
1870,"0,951417",
1880,"0,905907",
1890,"0,916351",
1900,"0,9013",
1910,"0,901678",
1920,"0,930154",
1930,"0,931138",
1940,"0,961872",
1950,"0,966998",
1960,"0,949838",
1970,"0,936249",
1980,"0,964669",
1990,"0,959141",
2000,"0,965696",
2010,"1,01768",
2020,"1,04097",
2030,"0,973",
2040,"0,974814",
2050,"0,992467",
2060,"1,04427",
2070,"1,02648",
2080,"1,00014",
2090,"0,973458",
2100,"0,963031",
2110,"0,975865",
2120,"1,00585",
2130,"0,985993",
2140,"1,0074",
2150,"1,05264",
2160,"1,03053",
2170,"1,01879",
2180,"0,979537",
2190,"0,994264",
2200,"0,994246",
2210,"0,963727",
2220,"0,963457",
2230,"0,992057",
2240,"0,959327",
2250,"0,987132",
2260,"1,00926",
2270,"0,982562",
2280,"0,950953",
2290,"0,949301",
2300,"0,997992",
2310,"0,995956",
2320,"0,967842",
2330,"0,945436",
2340,"0,947168",
2350,"0,949217",
2360,"0,952691",
2370,"0,985024",
2380,"0,944777",
2390,"0,971538",
2400,"1,01923",
2410,"1,01022",
2420,"0,999601",
2430,"0,993793",
2440,"1,00457",
2450,"0,994484",
2460,"1,00912",
2470,"0,982972",
2480,"1,0103",
2490,"1,00515",
2500,"1,01946",
2510,"0,984587",
2520,"0,981045",
2530,"1,02797",
2540,"1,01823",
2550,"1,00259",
2560,"1,05002",
2570,"1,04551",
2580,"1,05976",
2590,"1,04174",
2600,"1,00894",
2610,"1,01477",
2620,"1,00616",
2630,"1,01554",
2640,"1,04336",
2650,"1,03287",
2660,"0,986263",
2670,"0,952698",
2680,"0,959848",
2690,"0,977214",
2700,"1,01269",
2710,"1,04116",
2720,"1,03427",
2730,"1,02747",
2740,"1,03576",
2750,"0,994121",
2760,"1,0003",
2770,"0,989382",
2780,"1,0186",
2790,"1,00854",
2800,"0,982113",
2810,"0,992175",
2820,"0,971034",
2830,"0,985123",
2840,"0,991749",
2850,"0,967306",
2860,"0,937248",
2870,"0,954571",
2880,"0,946536",
2890,"0,949583",
2900,"0,963456",
2910,"0,989762",
2920,"1,03802",
2930,"1,02699",
2940,"1,00099",
2950,"0,973382",
2960,"0,971741",
2970,"0,969369",
2980,"0,979599",
2990,"0,996844",
3000,"0,992593",
3010,"0,982454",
3020,"1,01274",
3030,"0,996082",
3040,"1,03605",
3050,"1,03224",
3060,"1,08273",
3070,"1,06856",
3080,"1,063",
3090,"1,06903",
3100,"1,07176",
3110,"1,05101",
3120,"1,05675",
3130,"1,04369",
3140,"1,07958",
3150,"1,0626",
3160,"1,06232",
3170,"1,04465",
3180,"1,07883",
3190,"1,06298",
3200,"1,07482",
3210,"1,10482",
3220,"1,06081",
3230,"1,10359",
3240,"1,0639",
3250,"1,05304",
3260,"1,07402",
3270,"1,04696",
3280,"1,05",
3290,"1,08187",
3300,"1,09074",
3310,"1,0604",
3320,"1,07204",
3330,"1,12247",
3340,"1,10439",
3350,"1,04475",
3360,"1,05061",
3370,"1,05134",
3380,"1,0613",
3390,"1,02907",
3400,"1,02557",
3410,"1,02386",
3420,"1,00827",
3430,"1,00418",
